PRODUTO           |KIT ID             |QTDE            |COD INTERNO
LIF 6X720         |100-6-6            |          2,0000|        11048
LIF 6X720         |100R2AT-6          |          0,7200|        11107
LIF 6X820         |100-6-6            |          2,0000|        11048
LIF 6X820         |6M3K               |          0,8200|       332553
LIF.6X2370        |100-6-6            |          1,0000|        11048
LIF.6X2370        |100R1AT-6          |          2,3700|        11092
LIF.6X2370        |112-6-6            |          1,0000|        11446
LIF.6X2460        |100-6-6            |          1,0000|        11048
LIF.6X2460        |100R1AT-6          |          2,4600|        11092
LIF.6X2460        |112-6-6            |          1,0000|        11446
LINDE 4X6500      |100-6-4            |          1,0000|        11046
LINDE 4X6500      |100R7-4 A          |          6,5000|       334835
LINDE 4X6500      |HG207-14-4T1       |          1,0000|        18700
LINE 12X2000      |100-12-12          |          1,0000|        11026
LINE 12X2000      |100R1AT-12         |          2,0000|        11083
LINE 12X2000      |101-12-12          |          1,0000|        11140
LINE 12X2000      |2021-12-12         |          1,0000|        11962
LINE 12X6000      |100-12-12          |          1,0000|        11026
LINE 12X6000      |100R1AT-12         |          6,0000|        11083
LINE 12X6000      |101-12-12          |          1,0000|        11140
LINE 12X6000      |2021-12-12         |          1,0000|        11962
LINE 16X3000      |100-16-16          |          1,0000|        11033
LINE 16X3000      |100R1AT-16         |          3,0000|        11084
LINE 16X3000      |101-16-16          |          1,0000|        11146
LINE 16X3000      |2021-16-16         |          1,0000|        11967
LINE 32X3000      |100-32-32          |          1,0000|        11039
LINE 32X3000      |100R1AT-32         |          3,0000|        11088
LINE 32X3000      |101-32-32          |          1,0000|        11154
LINE 32X3000      |2021-32-32         |          1,0000|        11982
LINE 32X3500      |100-32-32          |          1,0000|        11039
LINE 32X3500      |100R1AT-32         |          3,5000|        11088
LINE 32X3500      |101-32-32          |          1,0000|        11154
LINE 32X3500      |2021-32-32         |          1,0000|        11982
LL 10X1250        |100R2AT-10         |          1,2500|        11099
LL 10X1250        |MP-25-10           |          1,2500|        21335
LL 10X1250        |ORS-12-10          |          1,0000|       332859
LL 10X1250        |ORS90-12-10        |          1,0000|       331623
LL 12X730         |100R12-12          |          0,7300|        11068
LL 12X730         |ORS-12-12          |          2,0000|        22111
LL 6X1200         |100R2AT-6          |          1,2000|        11107
LL 6X1200         |MP-20-6            |          1,2000|        21333
LL 6X1200         |ORS-8-6            |          1,0000|        22123
LL 6X1200         |ORS90-8-6          |          1,0000|        22145
LL 8X400          |100-8-8            |          1,0000|        11054
LL 8X400          |100R2AT-8          |          0,4000|        11108
LL 8X400          |107-10-8           |          1,0000|        11327
LUIZA 4X3100      |100R7-4 A          |          3,1000|       334835
LUIZA 4X3100      |103-4-4            |          1,0000|        11239
LUIZA 4X3100      |113-4-4            |          1,0000|        11477
LUIZA 4X5100      |100-4-4            |          1,0000|        11040
LUIZA 4X5100      |100R7-4 A          |          5,1000|       334835
LUIZA 4X5100      |HG207-14-4T1       |          1,0000|        18700
LUIZA 4X640       |100R1AT-4          |          0,6400|        11089
LUIZA 4X640       |HG207-14-4T1       |          1,0000|        18700
LUIZA 4X640       |HG325-14-4 DKO     |          1,0000|       334306
LUIZA 8X320       |100R2AT-8          |          0,3200|        11108
LUIZA 8X320       |HG311-22-8 DKO     |          2,0000|       335701
LUSO 4X500        |101-2-4            |          1,0000|        11149
LUSO 4X500        |112-4-4            |          1,0000|        11440
LUSO 4X500        |TBT-4              |          0,5000|        25758
LWIZ 4X12000      |100R2AT-4          |         12,0000|        11105
LWIZ 4X12000      |CRISTAL-12         |         12,0000|        15995
LWIZ 4X12000      |HG560-6-4          |          2,0000|        18849
LZ 1/4X390        |HG311-14-4 DKO     |          1,0000|       331916
LZ 1/4X390        |HG325-14-4 DKO     |          1,0000|       334306
LZ 1/4X390        |TBT-4              |          0,3900|        25758
LZ 1/4X650        |HG311-14-4 DKO     |          1,0000|       331916
LZ 1/4X650        |HG325-14-4 DKO     |          1,0000|       334306
LZ 1/4X650        |TBT-4              |          0,6500|        25758
MA 10X1100        |100R2AT-10         |          1,1000|        11099
MA 10X1100        |HG311-26-10 DK     |          1,0000|       335821
MA 10X1100        |HG325-26-10 DK     |          1,0000|       335819
MA 10X950         |100R12-10          |          0,9500|        11067
MA 10X950         |ORS-10-10          |          2,0000|        22108
MA 12X1050        |100R12-12          |          1,0500|        11068
MA 12X1050        |HG311-30-12DK2     |          2,0000|       339006
MA 12X1260        |100R2AT-12         |          1,2600|        11100
MA 12X1260        |MP-25-12           |          1,2600|        21336
MA 12X1260        |ORS-12-12          |          1,0000|        22111
MA 12X1260        |ORS90-12-12        |          1,0000|        22136
MA 12X1450        |100R12-12          |          1,4500|        11068
MA 12X1450        |109-12-12 14MM     |          1,0000|       335647
MA 12X1450        |MP-25-12           |          1,4500|        21336
MA 12X1450        |ORS-12-12          |          1,0000|        22111
MA 6X2000         |100-10-6           |          1,0000|        11022
MA 6X2000         |100R2AT-6          |          2,0000|        11107
MA 6X2000         |113-6-6            |          1,0000|        11482
MAB 10X1200       |100R2AT-10         |          1,2000|        11099
MAB 10X1200       |MP-25-10           |          1,2000|        21335
MAB 10X1200       |ORS-10-10          |          1,0000|        22108
MAB 10X1200       |ORS90-10-10 LG     |          1,0000|       337593
MAB 10X1800       |100R2AT-10         |          1,8000|        11099
MAB 10X1800       |MP-25-10           |          1,8000|        21335
MAB 10X1800       |ORS-10-10          |          1,0000|        22108
MAB 10X1800       |ORS90-10-10 LG     |          1,0000|       337593
MAB 8X520         |100R2AT-8          |          0,5200|        11108
MAB 8X520         |ORS-8-8            |          1,0000|        22124
MAB 8X520         |ORS90-8-8          |          1,0000|        22146
MAC 1/2X850       |100-10-8           |          1,0000|        11023
MAC 1/2X850       |101-8-8            |          1,0000|        11164
MAC 1/2X850       |2807-10            |          0,8500|        12310
MAC 4X8000        |100R1AT-4          |          8,0000|        11089
MAC 4X8000        |KARCHER-4          |          1,0000|        20090
MAC 4X8000        |KARCHER-4 PINO     |          1,0000|        20094
MAIS 4X1000       |100R2AT-4          |          1,0000|        11105
MAIS 4X1000       |HG207-16-4         |          1,0000|        18703
MAIS 4X1000       |HG311-16-4 DKO     |          1,0000|       335688
MAKRO 4X1600      |MF-7/16-4          |          2,0000|        21053
MAKRO 4X1600      |TBT-4              |          1,6000|        25758
MARCAMP 4X1000    |MF-7/16-4          |          2,0000|        21053
MARCAMP 4X1000    |TBT-4              |          1,0000|        25758
MARCAMP 4X1100    |100R2AT-4          |          1,1000|        11105
MARCAMP 4X1100    |HG311-16-4 DKO     |          2,0000|       335688
MARCAMP 4X1100    |MP-16              |          1,1000|        21332
MARCAMP 4X1700    |100R6-4            |          1,7000|        11129
MARCAMP 4X1700    |MF-7/16-4          |          2,0000|        21053
MARCAMP 4X300     |100R2AT-4          |          0,3000|        11105
MARCAMP 4X300     |HG311-14-4 DKO     |          2,0000|       331916
MARCAMP 5550      |100R7-6            |          5,5500|        11137
MARCAMP 5550      |HG311-18-6-DKO     |          1,0000|       332605
MARCAMP 5550      |HG311-20-6 DKO     |          1,0000|       335687
MARCAMP 5X5290    |100R7-5            |          5,2900|        11136
MARCAMP 5X5290    |HG311-18-5-DKO     |          1,0000|       340075
MARCAMP 5X5290    |HG311-20-5-DKO     |          1,0000|       333906
MARCAMP 5X5320    |100R7-5            |          5,3200|        11136
MARCAMP 5X5320    |HG311-18-5-DKO     |          1,0000|       340075
MARCAMP 5X5320    |HG311-20-5-DKO     |          1,0000|       333906
MARCAMP 6X1950    |100-6-6            |          2,0000|        11048
MARCAMP 6X1950    |6M3K               |          1,9500|       332553
MARCAMP 6X2000    |100-6-6            |          1,0000|        11048
MARCAMP 6X2000    |100R1AT-6          |          2,0000|        11092
MARCAMP 6X2000    |103-6-6            |          1,0000|        11245
MARCAMP 6X2100    |100R1AT-6          |          2,1000|        11092
MARCAMP 6X2100    |HG560-6-6          |          2,0000|        18850
MARCAMP 6X5750    |100R7-6            |          5,7500|        11137
MARCAMP 6X5750    |HG207-20-6T1       |          1,0000|        18709
MARCAMP 6X5750    |HG311-20-6 DKO     |          1,0000|       335687
MARCAMP 8X1050    |100R2AT-8          |          1,0500|        11108
MARCAMP 8X1050    |HG311-22-8 DKO     |          1,0000|       335701
MARCAMP 8X1050    |HG325-22-8 DKO     |          1,0000|       336057
MARCAMP 8X2000    |100-10-8           |          1,0000|        11023
MARCAMP 8X2000    |100R2AT-8          |          2,0000|        11108
MARCAMP 8X2000    |103-10-8           |          1,0000|        11225
MARCAMP 8X2850    |100R2AT-8          |          2,8500|        11108
MARCAMP 8X2850    |HG325-22-8 DKO     |          2,0000|       336057
MARCAMP 8X660     |100R2AT-8          |          0,6600|        11108
MARCAMP 8X660     |HG311-22-8 DKO     |          2,0000|       335701
MARCAMP 8X800     |100R2AT-8          |          0,8000|        11108
MARCAMP 8X800     |HG311-22-8 DKO     |          1,0000|       335701
MARCAMP 8X800     |HG325-22-8 DKO     |          1,0000|       336057
MARCAMP 8X800     |MP-20-8            |          0,8000|        21334
MARCAMP.6X2000    |100-8-6            |          1,0000|        11053
MARCAMP.6X2000    |100R1AT-6          |          2,0000|        11092
MARCAMP.6X2000    |103-8-6            |          1,0000|        11251
MARISPAN 3700     |100-16-16          |          1,0000|        11033
MARISPAN 3700     |100R1AT-16         |          3,7000|        11084
MARISPAN 3700     |112-16-16          |          1,0000|        11434
MARTINEZ 10000    |100-6-4            |          1,0000|        11046
MARTINEZ 10000    |100R2AT-4          |         10,0000|        11105
MARTINEZ 10000    |CRISTAL-12         |         10,0000|        15995
MARTINEZ 10000    |KARCHER-4          |          1,0000|        20090
MARTINEZ 11000    |100R1AT-6          |         11,0000|        11092
MARTINEZ 11000    |CRISTAL-16         |         11,0000|        15998
MARTINEZ 11000    |KARCHER-6          |          1,0000|        20098
MARTINEZ 11000    |WAP-6              |          1,0000|        28805
MASSARO 6X20MT    |100R2AT-6          |         20,0000|        11107
MASSARO 6X20MT    |CRISTAL-16         |         20,0000|        15998
MASSARO 6X20MT    |KARCHER-6-21       |          2,0000|       335951
MASTER 12X1200    |100R12-12          |          1,2000|        11068
MASTER 12X1200    |HG560-12-12        |          2,0000|        18839
MASTER 12X1200    |MP-25-12           |          1,2000|        21336
MASTER 12X1500    |100-12-12          |          1,0000|        11026
MASTER 12X1500    |100R1AT-12         |          1,5000|        11083
MASTER 12X1500    |101-16-12          |          1,0000|        11145
MASTER 12X4290    |100R2AT-12         |          4,2900|        11100
MASTER 12X4290    |HG560-12-12        |          2,0000|        18839
MASTER 12X4310    |100R2AT-12         |          4,3100|        11100
MASTER 12X4310    |HG560-12-12        |          2,0000|        18839
MASTER 12X4520    |100R12-12          |          4,5200|        11068
MASTER 12X4520    |HG560-12-12        |          2,0000|        18839
MASTER 12X4550    |100R12-12          |          4,5500|        11068
MASTER 12X4550    |HG560-12-12        |          2,0000|        18839
MASTER 12X4740    |100R2AT-12         |          4,7400|        11100
MASTER 12X4740    |101-12-12          |          1,0000|        11140
MASTER 12X4740    |HG560-12-12        |          1,0000|        18839
MASTER 12X4760    |100R2AT-12         |          4,7600|        11100
MASTER 12X4760    |101-12-12          |          1,0000|        11140
MASTER 12X4760    |HG560-12-12        |          1,0000|        18839
MASTER 12X5100    |100R2AT-12         |          5,1000|        11100
MASTER 12X5100    |101-12-12 B        |          1,0000|       338203
MASTER 12X5100    |HG560-12-12        |          1,0000|        18839
MASTER 12X5150    |100R12-12          |          5,1500|        11068
MASTER 12X5150    |101-12-12          |          1,0000|        11140
MASTER 12X5150    |HG560-12-12        |          1,0000|        18839
MASTER 16X4720    |100R2AT-16         |          4,7200|        11101
MASTER 16X4720    |HG560-16-16        |          2,0000|        18841
MASTER 16X780     |112-16-16          |          1,0000|        11434
MASTER 16X780     |113-16-16          |          1,0000|        11474
MASTER 16X780     |EQUATOR-16         |          0,7800|       337873
MASTER 24X700     |100R5-24           |          0,7000|        11117
MASTER 24X700     |CAPA-R5-24         |          2,0000|        15138
MASTER 4X1200     |100R2AT-4          |          1,2000|        11105
MASTER 4X1200     |HG560-4-4          |          2,0000|        18846
MASTER 4X1800     |2807-5             |          1,8000|        12316
MASTER 4X1800     |HG560-4-4          |          2,0000|        18846
MASTER 4X2000     |2807-5             |          2,0000|        12316
MASTER 4X2000     |HG560-4-4          |          2,0000|        18846
MASTER 4X300      |100-4-4            |          2,0000|        11040
MASTER 4X300      |2807-5             |          0,3000|        12316
MASTER 4X500      |100-4-4            |          2,0000|        11040
MASTER 4X500      |2807-5             |          0,5000|        12316
MASTER 4X870      |100R2AT-4          |          0,8700|        11105
MASTER 4X870      |HG560-4-4          |          2,0000|        18846
MASTER 4X900      |100-4-4            |          2,0000|        11040
MASTER 4X900      |2807-5             |          0,9000|        12316
MASTER 6X10000    |100R2AT-6          |         10,0000|        11107
MASTER 6X10000    |HG311-18-6-DKO     |          2,0000|       332605
MASTER 6X1050     |100R2AT-6          |          1,0500|        11107
MASTER 6X1050     |HG560-6-6          |          2,0000|        18850
MASTER 6X1200     |100R2AT-6          |          1,2000|        11107
MASTER 6X1200     |HG560-6-6          |          2,0000|        18850
MASTER 6X3750     |100R2AT-6          |          3,7500|        11107
MASTER 6X3750     |HG560-6-6          |          2,0000|        18850
MASTER 6X4020     |100R2AT-6          |          4,0200|        11107
MASTER 6X4020     |HG560-6-6          |          2,0000|        18850
MASTER 6X4270     |100R2AT-6          |          4,2700|        11107
MASTER 6X4270     |HG560-6-6          |          2,0000|        18850
MASTER 6X4600     |100R2AT-6          |          4,6000|        11107
MASTER 6X4600     |HG560-6-6          |          2,0000|        18850
MASTER 6X6000     |100R2AT-6          |          6,0000|        11107
MASTER 6X6000     |112-6-6            |          2,0000|        11446
MASTER 8X1050     |100R2AT-8          |          1,0500|        11108
MASTER 8X1050     |HG560-8-8          |          2,0000|        18852
MATARAIA 630      |100-8-8            |          1,0000|        11054
MATARAIA 630      |100R2AT-8          |          0,6300|        11108
MATARAIA 630      |103-8-8            |          1,0000|        11252
MATTARAIA 1250    |100R12-12          |          1,2500|        11068
MATTARAIA 1250    |HG311-30-12DK2     |          1,0000|       339006
MATTARAIA 1250    |HG325-30-12 DK     |          1,0000|       335700
MATTARAIA 2000    |100R2AT-8          |          2,0000|        11108
MATTARAIA 2000    |HG311-24-8 DKO     |          1,0000|       335205
MATTARAIA 2000    |HG325-24-8 DKO     |          1,0000|       335704
MATTARAIA 2000    |MP-20-8            |          2,0000|        21334
MATTARAIA 4100    |100R1AT-6          |          4,1000|        11092
MATTARAIA 4100    |101-6-6            |          2,0000|        11159
MATTARAIA 4400    |100R2AT-6          |          4,4000|        11107
MATTARAIA 4400    |101-6-6            |          2,0000|        11159
MAXI 4X2650       |100-5-4            |          2,0000|        11043
MAXI 4X2650       |100R1AT-4          |          2,6500|        11089
MENTA JHON        |0510CT 1/4         |          1,0000|        10494
MENTA JHON        |0518CT 1/4X3/8     |          2,0000|        10579
MENTA JHON        |100-6-5            |          2,0000|        11047
MENTA JHON        |100-6-6            |          8,0000|        11048
MENTA JHON        |12-16              |          2,0000|        11558
MENTA JHON        |2021-4-6           |          5,0000|        11986
MENTA JHON        |202702-M14-6       |          1,0000|       335778
MENTA JHON        |203102-6           |          1,0000|        12109
MENTA JHON        |2033-6             |          2,0000|        12117
MENTA JHON        |2071-6             |          5,0000|        12178
MENTA JHON        |CF8-4              |          2,0000|       334293
MENTA JHON        |DEIRO 6X2300       |          1,0000|       340786
MENTA JHON        |DEIRO 6X2500       |          1,0000|       340785
MENTA JHON        |DEIRO 6X3500       |          2,0000|       340784
MENTA JHON        |DEIRO 6X500        |          1,0000|       340788
MENTA JHON        |DEIRO 6X600        |          1,0000|       340826
MENTA JHON        |DEIRO.6X3500       |          1,0000|       340787
MESQUITA 13000    |100R7-4 A          |         13,0000|       334835
MESQUITA 13000    |113-4-4            |          1,0000|        11477
MESQUITA 13000    |HG207-14-4T1       |          1,0000|        18700
MESQUITA 2000     |100-4-4            |          1,0000|        11040
MESQUITA 2000     |100R7-4 A          |          2,0000|       334835
MESQUITA 2000     |113-4-4            |          1,0000|        11477
MESQUITA 3250     |100R2AT-8          |          3,2500|        11108
MESQUITA 3250     |HG311-22-8 DKO     |          1,0000|       335701
MESQUITA 3250     |HG325-22-8 DKO     |          1,0000|       336057
MESQUITA 3650     |100R2AT-8          |          3,6500|        11108
MESQUITA 3650     |HG311-22-8 DKO     |          2,0000|       335701
MESQUITA 4X300    |100-4-4            |          1,0000|        11040
MESQUITA 4X300    |100R2AT-4          |          0,3000|        11105
MESQUITA 4X300    |112-4-4            |          1,0000|        11440
MESQUITA 4X350    |100-4-4            |          1,0000|        11040
MESQUITA 4X350    |100R2AT-4          |          0,3500|        11105
MESQUITA 4X350    |W03310-4           |          1,0000|       334816
MESQUITA 4X800    |100-4-4            |          1,0000|        11040
MESQUITA 4X800    |100R2AT-4          |          0,8000|        11105
MESQUITA 4X800    |W03310-4           |          1,0000|       334816
MESQUITA 5000     |100-16-16          |          2,0000|        11033
MESQUITA 5000     |100R1AT-16         |          5,0000|        11084
MESQUITA 5100     |100-4-4            |          2,0000|        11040
MESQUITA 5100     |100R7-4 A          |          5,1000|       334835
MESQUITA 6X380    |100-6-6            |          2,0000|        11048
MESQUITA 6X380    |100R2AT-6          |          0,3800|        11107
MESQUITA.3200     |100R2AT-8          |          3,2000|        11108
MESQUITA.3200     |HG321-22-8 DKO     |          1,0000|       336287
MESQUITA.3200     |HG325-22-8 DKO     |          1,0000|       336057
MOACIR 16X740     |100R2AT-16         |          0,7400|        11101
MOACIR 16X740     |HG311-36-16DKO     |          2,0000|       335721
MONO 1/4X1800     |100-5-4            |          2,0000|        11043
MONO 1/4X1800     |100R2AT-4          |          1,8000|        11105
MONTEIRO 1150     |100R13-16          |          1,1500|        11075
MONTEIRO 1150     |M47411-16-16       |          1,0000|       332707
MONTEIRO 1150     |M48310-16-16       |          1,0000|       335952
MONTEIRO 1150     |MP-32              |          1,1500|        21337
MONTEIRO 1240     |100R13-16          |          1,2400|        11075
MONTEIRO 1240     |105-16-16DI-62     |          1,0000|       334621
MONTEIRO 1240     |M47441-16-16       |          1,0000|       335726
MONTEIRO 1240     |MP-32              |          1,2400|        21337
MONTEIRO 1850     |100R12-12          |          1,8500|        11068
MONTEIRO 1850     |105-16-12 14MM     |          1,0000|       336264
MONTEIRO 1850     |ORS90-12-12        |          1,0000|        22136
MONTEIRO 2150     |100-12-10          |          1,0000|        11025
MONTEIRO 2150     |100R2AT-10         |          2,1500|        11099
MONTEIRO 2150     |103-12-10          |          1,0000|        11226
MONTEIRO 2150     |MP-25-12           |          2,1500|        21336
MONTEIRO 850      |100R13-16          |          0,8500|        11075
MONTEIRO 850      |105-16-16DI-62     |          1,0000|       334621
MONTEIRO 850      |109-16-16DI-62     |          1,0000|       334624
MONTEIRO 8X850    |100-10-8           |          2,0000|        11023
MONTEIRO 8X850    |100R2AT-8          |          0,8500|        11108
MONTEIRO 8X900    |100R2AT-8          |          0,9000|        11108
MONTEIRO 8X900    |103-10-8           |          2,0000|        11225
MONTEIRO.1650     |100-12-10          |          1,0000|        11025
MONTEIRO.1650     |100R2AT-10         |          1,6500|        11099
MONTEIRO.1650     |103-12-10          |          1,0000|        11226
MONTEIRO.1650     |MP-25-10           |          1,6500|        21335
MORLAN 8X630      |101-8-8            |          1,0000|        11164
MORLAN 8X630      |HG560-8-8          |          1,0000|        18852
MORLAN 8X630      |TBT-8              |          0,6300|        25761
MOTOASA 4X10MT    |100R2AT-4          |         10,0000|        11105
MOTOASA 4X10MT    |KARCHER-4          |          1,0000|        20090
MOTOASA 4X10MT    |KARCHER-4 PINO     |          1,0000|        20094
MOTOASA 4X6000    |100R2AT-4          |          6,0000|        11105
MOTOASA 4X6000    |KARCHER-4          |          1,0000|        20090
MOTOASA 4X6000    |KARCHER-4 PINO     |          1,0000|        20094
MR 10X1600        |100-12-10          |          2,0000|        11025
MR 10X1600        |100R2AT-10         |          1,6000|        11099
MR 10X1600        |MP-25-10           |          1,6000|        21335
MR 10X1700        |2807-12            |          1,7000|        12311
MR 10X1700        |HG311-26-10 DK     |          2,0000|       335821
MR 12X720         |100R12-12          |          0,7200|        11068
MR 12X720         |ORS-12-12          |          1,0000|        22111
MR 12X720         |ORS90-12-12 LG     |          1,0000|       332537
MR 12X870         |100R12-12          |          0,8700|        11068
MR 12X870         |109-12-12          |          1,0000|        11363
MR 12X870         |ORS-12-12          |          1,0000|        22111
MR 6X2500         |100R2AT-6          |          2,5000|        11107
MR 6X2500         |MP-20-6            |          2,5000|        21333
MR 6X2500         |ORS-8-6            |          1,0000|        22123
MR 6X2500         |ORS90-6-6          |          1,0000|        22142
MR 6X900          |100R2AT-6          |          0,9000|        11107
MR 6X900          |ORS-6-6            |          2,0000|        22120
MR 8X1500         |100R2AT-8          |          1,5000|        11108
MR 8X1500         |ORS-8-8            |          1,0000|        22124
MR 8X1500         |ORS90-8-8          |          1,0000|        22146
MS 20X2150        |100R12-20          |          2,1500|        11070
MS 20X2150        |M00920-20          |          2,0000|       335791
MS 8X1200         |100R2AT-8          |          1,2000|        11108
MS 8X1200         |HG311-20-8 DKO     |          2,0000|       335702
MS 8X2250         |100R2AT-8          |          2,2500|        11108
MS 8X2250         |HG311-20-8 DKO     |          1,0000|       335702
MS 8X2250         |HG325-20-8         |          1,0000|        18814
NASA 4X1600       |100-4-4            |          1,0000|        11040
NASA 4X1600       |MF-7/16-4          |          1,0000|        21053
NASA 4X1600       |TBT-4              |          1,6000|        25758
NASA 6X640        |100-8-6            |          1,0000|        11053
NASA 6X640        |100R2AT-6          |          0,6400|        11107
NASA 6X640        |HG207-20-6T1       |          1,0000|        18709
NATAL 6X3000      |100-8-6            |          1,0000|        11053
NATAL 6X3000      |100R1AT-6          |          3,0000|        11092
NATAL 6X3000      |HG207-16-6         |          1,0000|        18705
NAVES 1X3000      |100R1AT-16         |          3,0000|        11084
NAVES 1X3000      |112-12-12          |          2,0000|        11428
NB 4X600          |100R2AT-4          |          0,6000|        11105
NB 4X600          |112-6-4            |          1,0000|        11445
NB 4X600          |HG207-14-4T1       |          1,0000|        18700
NESTLE 3/8X900    |100-6-6            |          2,0000|        11048
NESTLE 3/8X900    |100R2AT-6          |          0,9000|        11107
NESTLE 4X13000    |100R2AT-4          |         13,0000|        11105
NESTLE 4X13000    |CRISTAL-12         |         13,0000|        15995
NESTLE 4X13000    |KARCHER-4          |          2,0000|        20090
NESTLE 4X350      |100R1AT-4          |          0,3500|        11089
NESTLE 4X350      |HG321-14-4 DKO     |          2,0000|       335775
NESTLE 4X420      |100R1AT-4          |          0,4200|        11089
NESTLE 4X420      |112-4-4            |          2,0000|        11440
NESTLE 4X480      |100R2AT-4          |          0,4800|        11105
NESTLE 4X480      |112-6-4            |          2,0000|        11445
NESTLE 4X600      |100R2AT-4          |          0,6000|        11105
NESTLE 4X600      |112-6-4            |          2,0000|        11445
NESTLE 4X750      |100R1AT-4          |          0,7500|        11089
NESTLE 4X750      |112-4-4            |          2,0000|        11440
NESTLE 4X9300     |100-4-4            |          4,0000|        11040
NESTLE 4X9300     |100R7-4 D          |          9,3000|       334833
NESTLE 5X7100     |100R7-5 D          |          7,1000|       335657
NESTLE 5X7100     |HG207-20-5T1       |          2,0000|       333907
NESTLE 5X7100     |HG311-18-5 DKO     |          2,0000|       336910
NESTLE 5X7500     |100-6-6            |          2,0000|        11048
NESTLE 5X7500     |100R7-5 D          |          7,5000|       335657
NESTLE 5X7500     |HG311-18-5 DKO     |          2,0000|       336910
NESTLE 6X1670     |100-6-6            |          1,0000|        11048
NESTLE 6X1670     |100R2AT-6          |          1,6700|        11107
NESTLE 6X1670     |112-6-6            |          1,0000|        11446
NESTLE 6X400      |100-6-6            |          1,0000|        11048
NESTLE 6X400      |100R2AT-6          |          0,4000|        11107
NESTLE 6X400      |113-6-6            |          1,0000|        11482
NESTLE 6X700      |100-6-6            |          1,0000|        11048
NESTLE 6X700      |100R2AT-6          |          0,7000|        11107
NESTLE 6X700      |HG311-20-6 DKO     |          1,0000|       335687
NESTLE 6X7100     |100R7-6 D          |          7,1000|       334834
NESTLE 6X7100     |HG207-20-6T1       |          2,0000|        18709
NESTLE 6X7100     |HG311-18-6-DKO     |          2,0000|       332605
NESTLE 6X720      |100-8-6            |          1,0000|        11053
NESTLE 6X720      |100R1AT-6          |          0,7200|        11092
NESTLE 6X720      |MG-5/8-6           |          1,0000|        21068
NESTLE.4X480      |100R2AT-4          |          0,4800|        11105
NESTLE.4X480      |112-4-4            |          2,0000|        11440
NESTLE.4X600      |100R2AT-4          |          0,6000|        11105
NESTLE.4X600      |112-4-4            |          2,0000|        11440
NESTLE.6X1150     |100-6-6            |          1,0000|        11048
NESTLE.6X1150     |100R1AT-6          |          1,1500|        11092
NESTLE.6X1150     |HG311-20-6 DKO     |          1,0000|       335687
NESTLE3/8X1100    |100R2AT-6          |          1,1000|        11107
NESTLE3/8X1100    |HG207-18-6T1       |          1,0000|        18706
NESTLE3/8X1100    |HG311-20-6 DKO     |          1,0000|       335687
NESTLE3/8X1650    |100-6-6            |          1,0000|        11048
NESTLE3/8X1650    |100R2AT-6          |          1,6500|        11107
NESTLE3/8X1650    |112-6-6            |          1,0000|        11446
NEY 16X710        |100R12-16          |          0,7100|        11069
NEY 16X710        |HG569-16-16        |          2,0000|        18865
NEY 4X400         |100R2AT-4          |          0,4000|        11105
NEY 4X400         |HG569-4-4          |          1,0000|        18867
NEY 4X400         |HG569-6-4          |          1,0000|        18868
NEY 6X4430        |100-8-6            |          1,0000|        11053
NEY 6X4430        |6M3K               |          4,4300|       332553
NEY 6X4430        |HG560-6-6          |          1,0000|        18850
NEY 6X900         |100R2AT-6          |          0,9000|        11107
NEY 6X900         |HG560-6-6          |          1,0000|        18850
NEY 6X900         |HG569-6-6          |          1,0000|        18869
NEY 8X2600        |100R2AT-8          |          2,6000|        11108
NEY 8X2600        |HG568-8-8          |          1,0000|        18860
NEY 8X2600        |HG569-8-8          |          1,0000|        18871
NEY 8X390         |100R2AT-8          |          0,3900|        11108
NEY 8X390         |101-8-8            |          1,0000|        11164
NEY 8X390         |HG569-8-8          |          1,0000|        18871
NEY 8X680         |100-10-8           |          1,0000|        11023
NEY 8X680         |100R2AT-8          |          0,6800|        11108
NEY 8X680         |103-10-8           |          1,0000|        11225
NEY 8X700         |100-10-8           |          1,0000|        11023
NEY 8X700         |100R2AT-8          |          0,7000|        11108
NEY 8X700         |103-10-8           |          1,0000|        11225
NEY 8X750         |100-10-8           |          1,0000|        11023
NEY 8X750         |100R2AT-8          |          0,7500|        11108
NEY 8X750         |112-10-8           |          1,0000|        11426
NEY 8X800         |100R2AT-8          |          0,8000|        11108
NEY 8X800         |HG569-8-8          |          2,0000|        18871
NEY 8X860         |100-10-8           |          1,0000|        11023
NEY 8X860         |100R2AT-8          |          0,8600|        11108
NEY 8X860         |103-10-8           |          1,0000|        11225
NEY.8X680         |100R2AT-8          |          0,6800|        11108
NEY.8X680         |103-10-8           |          1,0000|        11225
NEY.8X680         |112-10-8           |          1,0000|        11426
NOROMAK 8X400     |2807-10            |          0,4000|        12310
NOROMAK 8X400     |HG207-22-8         |          2,0000|        18714
NOVA 1/4X10MTS    |100R2AT-4          |         10,0000|        11105
NOVA 1/4X10MTS    |CRISTAL-12         |         10,0000|        15995
NOVA 1/4X10MTS    |KARCHER-4          |          1,0000|        20090
NOVA 1/4X10MTS    |KARCHER-4 PINO     |          1,0000|        20094
NOVA 4X12000      |100R2AT-4          |         12,0000|        11105
NOVA 4X12000      |CRISTAL-12         |          1,0000|        15995
NOVA 4X12000      |HG560-6-4          |          1,0000|        18849
NOVA 4X12000      |KARCHER-4-21       |          1,0000|       334418
NOVA 4X7200       |100R7-4 A          |          7,2000|       334835
