BARRA           |NOME                                      |GRUPO  |UNIDADE     |ICMS       |ORIGEM    |COMPRA         |MARGEM     |VENDA          |EST MINIMO       |EST ATUAL        |KIT  |ATIVO  |COD INTERNO|NCM           |RED BASE   |OBS1                                                          |OBS2
MARCAMP 8X800   |MANGUEIRA MARCAMP 1/2X800 C/PROTECAO      |     12|UN          |    18,0000|000       |          38,06|   100,0262|          76,13|           0,0000|           0,0000|S    |S      |   341096  |40092110      |     0,0000|P.P.                                                          |                                                              
JRH 12X900      |MANGUEIRA JRH 3/4X4TAX900                 |     12|UN          |    18,0000|000       |          86,51|   100,0000|         173,02|           0,0000|           0,0000|S    |S      |   341097  |40092110      |     0,0000|P.P.                                                          |                                                              
INTERNEW 1800   |MANGUEIRA INTERNEW 3/8X1800               |     12|UN          |    18,0000|000       |          40,80|   100,0000|          81,60|           0,0000|           0,0000|S    |S      |   341098  |40092110      |     0,0000|P.P.                                                          |                                                              
DGB 12X3500     |MANGUEIRA DGB 3/4X4TAX3500                |     12|UN          |    18,0000|000       |         222,45|   100,0000|         444,90|           0,0000|           0,0000|S    |S      |   341099  |40092110      |     0,0000|P.P.                                                          |                                                              
SAID 4X12000    |MANGUEIRA SAID 1/4X12000                  |     12|UN          |    18,0000|000       |         125,69|   100,0000|         251,38|           0,0000|           0,0000|S    |S      |   341100  |40092110      |     0,0000|S/M                                                           |                                                              
COLORADO 4X10M  |MANGUEIRA COLORADO 1/4X10000              |     12|UN          |    18,0000|000       |          85,90|   100,0000|         171,80|           0,0000|           0,0000|S    |S      |   341101  |40092110      |     0,0000|S/M                                                           |                                                              
COLORADO 8X10M  |MANGUEIRA COLORADO 1/2X10000              |     12|UN          |    18,0000|000       |         135,80|   100,0000|         271,60|           0,0000|           0,0000|S    |S      |   341102  |40092110      |     0,0000|S/M                                                           |                                                              
EUROFARMA 8370  |MANGUEIRA EUROFARMA 1/2X8370              |     12|UN          |    18,0000|000       |         285,76|   100,0034|         571,53|           0,0000|           0,0000|S    |S      |   341103  |39173900      |     0,0000|P.P.                                                          |                                                              
AHTCL 8X2900    |MANGUEIRA AHTCL 1/2X2900                  |     12|UN          |    18,0000|000       |          55,10|   100,0000|         110,20|           0,0000|           0,0000|S    |S      |   341104  |40092110      |     0,0000|P.P.                                                          |                                                              
FBM 6X4870      |MANGUEIRA FBM 3/8X4870                    |     12|UN          |    18,0000|000       |          59,68|   100,0000|         119,36|           0,0000|           0,0000|S    |S      |   341105  |40092110      |     0,0000|P.P.                                                          |                                                              
MONTEIRO 850    |MANGUEIRA MONTEIRO 1X5TAX850              |     12|UN          |    18,0000|000       |         306,41|   100,0000|         612,82|           0,0000|           0,0000|S    |S      |   341106  |40092110      |     0,0000|P.P.                                                          |                                                              
BASE 6X1300     |MANGUEIRA BASE 3/8X1300                   |     12|UN          |    18,0000|000       |          31,00|   100,0000|          62,00|           0,0000|           0,0000|S    |S      |   341107  |40092110      |     0,0000|P.P.                                                          |                                                              
CARNEIRO 8X400  |MANGUEIRA CARNEIRO 1/2X400                |     12|UN          |    18,0000|000       |          27,66|   100,0000|          55,32|           0,0000|           0,0000|S    |S      |   341108  |40092110      |     0,0000|P.P.                                                          |                                                              
CONCEITO 370    |MANGUEIRA CONCEITO 5/8X370                |     12|UN          |    18,0000|000       |          31,58|   100,0000|          63,16|           0,0000|           0,0000|S    |S      |   341109  |40092110      |     0,0000|P.P.                                                          |                                                              
CONCEITO 420    |MANGUEIRA CONCEITO 5/8X420                |     12|UN          |    18,0000|000       |          32,48|   100,0000|          64,96|           0,0000|           0,0000|S    |S      |   341110  |40092110      |     0,0000|P.P.                                                          |                                                              
LARA 12X2000    |MANGUEIRA TERRALARA 3/4X4TAX2000          |     12|UN          |    18,0000|000       |         147,60|   100,0000|         295,20|           0,0000|           0,0000|S    |S      |   341111  |40092110      |     0,0000|S/M                                                           |                                                              
LL 6X1200       |MANGUEIRA LL 3/8X1200 C/PROTECAO          |     12|UN          |    18,0000|000       |          33,35|   100,0000|          66,70|           0,0000|           0,0000|S    |S      |   341112  |40092110      |     0,0000|S/M                                                           |                                                              
ULTRA 24X5000   |MANGUEIRA ULTRAGAZ 1.1/2X5000 C/PROTECAO  |     12|UN          |    18,0000|000       |         403,60|   100,0000|         807,20|           0,0000|           0,0000|S    |S      |   341113  |40092110      |     0,0000|P.P.                                                          |                                                              
CONCRECIA 590   |MANGUEIRA CONCRECIA 3/4X590               |     12|UN          |    18,0000|000       |          42,90|   100,0000|          85,80|           0,0000|           0,0000|S    |S      |   341114  |40092110      |     0,0000|P.P.                                                          |                                                              
2447 SILICONE   |ANEL ORING 2447 227.97X6.99 SILICONE      |      9|UN          |     0,0000|060       |          39,40|   100,0126|          78,80|           0,0000|           0,0000|N    |S      |   341115  |40169300      |     0,0000|                                                              |                                                              
ACV 6X5000      |MANGUEIRA ACV 3/8X5000                    |     12|UN          |    18,0000|000       |          60,23|   100,0000|         120,46|           0,0000|           0,0000|S    |S      |   341116  |40092110      |     0,0000|SM                                                            |                                                              
HIDRODEX 930    |MANGUEIRA HIDRODEX 1X4TAX930 C/PROTECAO   |     12|UN          |    18,0000|000       |         126,38|   100,0000|         252,76|           0,0000|           0,0000|S    |S      |   341117  |40092110      |     0,0000|                                                              |                                                              
MAB 8X520       |MANGUEIRA MAB 1/2X520                     |     12|UN          |    18,0000|000       |          34,84|   100,0287|          69,69|           0,0000|           0,0000|S    |S      |   341118  |40092110      |     0,0000|P.P.                                                          |                                                              
5235            |MACANETA INTERNA MEDIA C/TOP 216          |     19|UN          |    18,0000|000       |         110,00|   100,0045|         220,00|           0,0000|           0,0000|N    |S      |   341119  |76169900      |     0,0000|                                                              |                                                              
500116300       |KIT ACIONAMENTO COMPLETO VD 11/2          |     19|UN          |     0,0000|060       |          33,00|   100,0151|          66,00|           0,0000|           0,0000|N    |S      |   341120  |84819090      |     0,0000|                                                              |                                                              
4686325         |REPARO VALVULA HYDRA MAX 11/4 E 11/2      |     19|UN          |     0,0000|060       |          27,95|   100,0178|          55,90|           0,0000|           6,0000|N    |S      |   341121  |84819010      |     0,0000|CODIGO 3M 14335                                               |                                                              
RTRATOR 3700    |MANGUEIRA RTRATOR 3/4X3700                |     12|UN          |    18,0000|000       |         124,62|   100,0000|         249,24|           0,0000|           0,0000|S    |S      |   341122  |40092110      |     0,0000|P.P.                                                          |                                                              
SAID 10X450     |MANGUEIRA SAID 5/8X450                    |     12|UN          |    18,0000|000       |          42,20|   100,0000|          84,40|           0,0000|           0,0000|S    |S      |   341123  |40092110      |     0,0000|S/M                                                           |                                                              
VLC 12X900      |MANGUEIRA VLC 3/4X900                     |     12|UN          |    18,0000|000       |          50,84|   100,0000|         101,68|           0,0000|           0,0000|S    |S      |   341124  |40092110      |     0,0000|P.P.                                                          |                                                              
ACV 6X4800      |MANGUEIRA ACV 3/8X4800                    |     12|UN          |    18,0000|000       |          68,47|   100,0000|         136,94|           0,0000|           0,0000|S    |S      |   341125  |39173900      |     0,0000|S/M                                                           |                                                              
COZA 4X490      |MANGUEIRA CARRASCOZA 1/4X490              |     12|UN          |    18,0000|000       |          16,27|   100,0000|          32,54|           0,0000|           0,0000|S    |S      |   341126  |40092110      |     0,0000|P.P.                                                          |                                                              
BENTO 8X450     |MANGUEIRA SBENTO 1/2X450                  |     12|UN          |    18,0000|000       |          29,70|   100,0336|          59,41|           0,0000|           0,0000|S    |S      |   341127  |40092110      |     0,0000|P.P.                                                          |                                                              
HIDRODEX 4000   |MANGUEIRA HIDRODEX 2X4000                 |     12|UN          |    18,0000|000       |         493,56|   100,0000|         987,12|           0,0000|           0,0000|S    |S      |   341128  |40092110      |     0,0000|P.P.                                                          |                                                              
HIDRODEX 6000   |MANGUEIRA HIDRODEX 2X6000                 |     12|UN          |    18,0000|000       |         640,44|   100,0000|        1280,88|           0,0000|           0,0000|S    |S      |   341129  |40092110      |     0,0000|P.P.                                                          |                                                              
CONCRECIA 1700  |MANGUEIRA CONCRECIA 1X1700                |     12|UN          |    18,0000|000       |         113,80|   100,0000|         227,60|           0,0000|           0,0000|S    |S      |   341130  |40092110      |     0,0000|                                                              |                                                              
PREST 8X820     |MANGUEIRA PRESTCON 1/2X820 (T)            |     12|UN          |    18,0000|000       |          41,79|   100,0000|          83,58|           0,0000|           0,0000|S    |S      |   341131  |39172900      |     0,0000|                                                              |                                                              
RC 4X300        |MANGUEIRA RC 1/4X300                      |     12|UN          |    18,0000|000       |          14,17|   100,0000|          28,34|           0,0000|           0,0000|S    |S      |   341132  |40092110      |     0,0000|P.P.                                                          |                                                              
RC 4X670        |MANGUEIRA RC 1/4X670                      |     12|UN          |    18,0000|000       |          18,36|   100,0544|          36,73|           0,0000|           0,0000|S    |S      |   341133  |40092110      |     0,0000|P.P.                                                          |                                                              
RC 6X1250       |MANGUEIRA RC 3/8X1250 (T)                 |     12|UN          |    18,0000|000       |          48,77|   100,0205|          97,55|           0,0000|           0,0000|S    |S      |   341134  |39172900      |     0,0000|P.P. POSICAO ?                                                |                                                              
RC 8X340        |MANGUEIRA RC 1/2X340                      |     12|UN          |    18,0000|000       |          24,86|   100,0402|          49,73|           0,0000|           0,0000|S    |S      |   341135  |40092110      |     0,0000|P.P.                                                          |                                                              
RC 8X900        |MANGUEIRA RC 1/2X900                      |     12|UN          |    18,0000|000       |          33,21|   100,0000|          66,42|           0,0000|           0,0000|S    |S      |   341136  |40092110      |     0,0000|P.P.                                                          |                                                              
SPB 4X1000      |MANGUEIRA SPB 1/4X1000 (T)                |     12|UN          |    18,0000|000       |          27,30|   100,0000|          54,60|           0,0000|           0,0000|S    |S      |   341137  |39172900      |     0,0000|S/M                                                           |                                                              
SBENTO 12X610   |MANGUEIRA SBENTO 3/4X610                  |     12|UN          |    18,0000|000       |          56,31|   100,0177|         112,63|           0,0000|           0,0000|S    |S      |   341139  |40092110      |     0,0000|P.P.                                                          |                                                              
CAP 4X11000     |MANGUEIRA CAP 1/4X11000                   |     12|UN          |    18,0000|000       |         123,80|   100,0000|         247,60|           0,0000|           0,0000|S    |S      |   341140  |40092110      |     0,0000|S/M                                                           |                                                              
CIPLAN 12X920   |MANGUEIRA CIPLAN 3/4X920                  |     12|UN          |    18,0000|000       |          55,45|   100,0000|         110,90|           0,0000|           0,0000|S    |S      |   341141  |40092110      |     0,0000|                                                              |                                                              
CIPLAN.12X920   |MANGUEIRA CIPLAN 3/4X920                  |     12|UN          |    18,0000|000       |          59,45|   100,0000|         118,90|           0,0000|           0,0000|S    |S      |   341142  |40092110      |     0,0000|                                                              |                                                              
ES 6X10550      |MANGUEIRA ES 3/8X10550                    |     12|UN          |    18,0000|000       |         182,60|   100,0000|         365,20|           0,0000|           0,0000|S    |S      |   341143  |39173900      |     0,0000|P.P.                                                          |                                                              
FRAGA 12X2200   |MANGUEIRA FRAGA 3/4X2200                  |     12|UN          |    18,0000|000       |          88,32|   100,0000|         176,64|           0,0000|           0,0000|S    |S      |   341144  |40092110      |     0,0000|P.P.                                                          |                                                              
WAL 8X3000      |MANGUEIRA WAL 1/2X3000                    |     12|UN          |    18,0000|000       |          38,73|   100,0000|          77,46|           0,0000|           0,0000|S    |S      |   341145  |39173900      |     0,0000|S/M                                                           |ACOMPANHA 01-202702-M16-6                                     
DARCY 4X2000    |MANGUEIRA DARCY 1/4X2000                  |     12|UN          |    18,0000|000       |          33,40|   100,0000|          66,80|           0,0000|           0,0000|S    |S      |   341146  |40092110      |     0,0000|P.P.                                                          |                                                              
DEIRO.6X700     |MANGUEIRA ESTRADEIRO 3/8X700              |     12|UN          |    18,0000|000       |          24,80|   100,0000|          49,60|           0,0000|           0,0000|S    |S      |   341147  |40092110      |     0,0000|P.P.                                                          |                                                              
DEIRO.8X600     |MANGUEIRA ESTRADEIRO 1/2X600              |     12|UN          |    18,0000|000       |          30,64|   100,0000|          61,28|           0,0000|           0,0000|S    |S      |   341148  |40092110      |     0,0000|P.P.                                                          |                                                              
DEIRO 8X2700    |MANGUEIRA ESTRADEIRO 1/2X2700             |     12|UN          |    18,0000|000       |          61,93|   100,0000|         123,86|           0,0000|           0,0000|S    |S      |   341149  |40092110      |     0,0000|P.P.                                                          |                                                              
DEIRO 8X2900    |MANGUEIRA ESTRADEIRO 1/2X2900             |     12|UN          |    18,0000|000       |          56,50|   100,0000|         113,00|           0,0000|           0,0000|S    |S      |   341150  |40092110      |     0,0000|P.P.                                                          |                                                              
DEIRO 10X890    |MANGUEIRA ESTRADEIRO 5/8X890 (T)          |     12|UN          |    18,0000|000       |          64,72|   100,0000|         129,44|           0,0000|           0,0000|S    |S      |   341151  |39172900      |     0,0000|P.C.                                                          |                                                              
BM-110 G3       |KIT ESTRADEIRO BM-110 G3                  |     12|UN          |    18,0000|000       |         546,76|   100,0000|        1093,52|           0,0000|           0,0000|S    |S      |   341152  |40092110      |     0,0000|                                                              |                                                              
DEIRO-6X1100    |MANGUEIRA ESTRADEIRO 3/8X1100 (T)         |     12|UN          |    18,0000|000       |          41,19|   100,0000|          82,38|           0,0000|           0,0000|S    |S      |   341153  |39172900      |     0,0000|P.P.                                                          |                                                              
RC 12X2000      |MANGUEIRA RC 3/4X2000                     |     12|UN          |    18,0000|000       |          74,54|   100,0000|         149,08|           0,0000|           0,0000|S    |S      |   341154  |40092110      |     0,0000|P.P.                                                          |                                                              
MA 12X1050      |MANGUEIRA MA 3/4X4TAX1050                 |     12|UN          |    18,0000|000       |          84,39|   100,0118|         168,79|           0,0000|           0,0000|S    |S      |   341155  |40092110      |     0,0000|                                                              |                                                              
MONTEIRO 8X850  |MANGUEIRA MONTEIRO 1/2X850                |     12|UN          |    18,0000|000       |          32,46|   100,0308|          64,93|           0,0000|           0,0000|S    |S      |   341156  |40092110      |     0,0000|                                                              |                                                              
HIDRODEX 2400   |MANGUEIRA HIDRODEX 3/8X2400 C/PROTECAO    |     12|UN          |    18,0000|000       |          55,44|   100,0000|         110,88|           0,0000|           0,0000|S    |S      |   341157  |40092110      |     0,0000|                                                              |                                                              
HIDRODEX 2600   |MANGUEIRA HIDRODEX 1/2X2600 C/PROTECAO    |     12|UN          |    18,0000|000       |          66,44|   100,0150|         132,89|           0,0000|           0,0000|S    |S      |   341158  |40092110      |     0,0000|                                                              |                                                              
2021-16-24      |ADAPTADOR 2021 1N X 1.7/8J                |      8|UN          |     0,0000|060       |          34,39|   100,0145|          68,78|           0,0000|           0,0000|N    |S      |   341159  |73079900      |     0,0000|                                                              |                                                              
NESTLE 4X13000  |MANGUEIRA NESTLE 1/4X13000 C/PROTECAO     |     12|UN          |    18,0000|000       |         165,50|   100,0000|         331,00|           0,0000|           0,0000|S    |S      |   341160  |40092110      |     0,0000|S/M                                                           |                                                              
SERRANA.2600    |MANGUEIRA SERRANA 1X4TAX2600              |     12|UN          |    18,0000|000       |         239,20|   100,0000|         478,40|           0,0000|           0,0000|S    |S      |   341161  |40092110      |     0,0000|                                                              |                                                              
MASTER 6X10000  |MANGUEIRA MASTER 3/8X10000                |     12|UN          |    18,0000|000       |         149,00|   100,0000|         298,00|           0,0000|           0,0000|S    |S      |   341162  |40092110      |     0,0000|S/M                                                           |                                                              
APP 6X10000     |MANGUEIRA APP 3/8X10000 C/PROTECAO        |     12|UN          |    18,0000|000       |         170,00|   100,0000|         340,00|           0,0000|           0,0000|S    |S      |   341163  |40092110      |     0,0000|SM                                                            |                                                              
LARA 12X1200    |MANGUEIRA TERRALARA 3/4X1200 C/PROTECAO   |     12|UN          |    18,0000|000       |          58,36|   100,0171|         116,73|           0,0000|           0,0000|S    |S      |   341164  |40092110      |     0,0000|                                                              |                                                              
SBENTO 10X600   |MANGUEIRA SBENTO 5/8X600                  |     12|UN          |    18,0000|000       |          36,76|   100,0000|          73,52|           0,0000|           0,0000|S    |S      |   341165  |40092110      |     0,0000|P.P.                                                          |ACOMPANHA 02-AA16 / 02-PA16                                   
DEIRO.8X2900    |MANGUEIRA ESTRADEIRO 1/2X2900             |     12|UN          |    18,0000|000       |          58,70|   100,0000|         117,40|           0,0000|           0,0000|S    |S      |   341166  |40092110      |     0,0000|P.P. POSICAO 180                                              |                                                              
COZA 4X2100     |MANGUEIRA CARRASCOZA 1/4X2100             |     12|UN          |    18,0000|000       |          32,98|   100,0000|          65,96|           0,0000|           0,0000|S    |S      |   341167  |40092110      |     0,0000|                                                              |                                                              
ARTEC 16X800    |MANGUEIRA ARTEC 1X800 (AZ)                |     12|UN          |    18,0000|000       |         129,16|   100,0000|         258,32|           0,0000|           0,0000|S    |S      |   341168  |40092110      |     0,0000|P.P.                                                          |                                                              
ARTEC 20X750    |MANGUEIRA ARTEC 1.1/4X750 (AZ)            |     12|UN          |    18,0000|000       |         171,05|   100,0000|         342,10|           0,0000|           0,0000|S    |S      |   341169  |40092110      |     0,0000|P.P.                                                          |                                                              
ACV 6X5400      |MANGUEIRA ACV 3/8X5400                    |     12|UN          |    18,0000|000       |          85,09|   100,0000|         170,18|           0,0000|           0,0000|S    |S      |   341170  |40092110      |     0,0000|P.P.                                                          |                                                              
ACV 6X600       |MANGUEIRA ACV 3/8X600                     |     12|UN          |    18,0000|000       |          22,72|   100,0000|          45,44|           0,0000|           0,0000|S    |S      |   341171  |40091190      |     0,0000|P.P.                                                          |                                                              
RONCO 8X3320    |MANGUEIRA RONCOLATO 1/2X3320 (T)          |     12|UN          |    18,0000|000       |         109,24|   100,0000|         218,48|           0,0000|           0,0000|S    |S      |   341172  |39172900      |     0,0000|                                                              |                                                              
DEIRO 8X460     |MANGUEIRA ESTRADEIRO 1/2X460              |     12|UN          |    18,0000|000       |          30,75|   100,0000|          61,50|           0,0000|           0,0000|S    |S      |   341173  |40092110      |     0,0000|P.P. POSICAO 180                                              |                                                              
DEIRO 10X370    |MANGUEIRA ESTRADEIRO 5/8X370              |     12|UN          |    18,0000|000       |          35,16|   100,0000|          70,32|           0,0000|           0,0000|S    |S      |   341174  |40092110      |     0,0000|P.P. POSICAO 180                                              |                                                              
DEIRO 10X550    |MANGUEIRA ESTRADEIRO 5/8X550              |     12|UN          |    18,0000|000       |          34,80|   100,0000|          69,60|           0,0000|           0,0000|S    |S      |   341175  |40092110      |     0,0000|P.P.                                                          |                                                              
RENTSERV 4000   |MANGUEIRA RENTSERV 3/8X4000               |     12|UN          |    18,0000|000       |          55,00|   100,0000|         110,00|           0,0000|           0,0000|S    |S      |   341176  |40092110      |     0,0000|S/M                                                           |                                                              
WCB-32          |VALVULA ESFERA MICROF TRIP 2              |     17|UN          |     0,0000|060       |         100,00|   100,0050|         200,01|           0,0000|          15,0000|N    |S      |   341177  |84818095      |     0,0000|                                                              |                                                              
ATA19X16        |ADAPTADOR TUBO ATA 19X16                  |      8|UN          |     0,0000|060       |          13,60|   100,0367|          27,20|           0,0000|           0,0000|N    |S      |   341178  |73071920      |     0,0000|                                                              |                                                              
SERRANA 16X650  |MANGUEIRA SERRANA 1X650 (AZ)              |     12|UN          |    18,0000|000       |         123,10|   100,0081|         246,21|           0,0000|           0,0000|S    |S      |   341179  |40092110      |     0,0000|P.P.                                                          |                                                              
SOMATEC 6X700   |MANGUEIRA SOMATEC 3/8X700                 |     12|UN          |    18,0000|000       |          29,10|   100,0000|          58,20|           0,0000|           0,0000|S    |S      |   341180  |40092110      |     0,0000|S/M                                                           |                                                              
AGRO 8X3500     |MANGUEIRA AGROSERVICE 1/2X3500            |     12|UN          |    18,0000|000       |          72,95|   100,0000|         145,90|           0,0000|           0,0000|S    |S      |   341181  |40092110      |     0,0000|P.P.                                                          |                                                              
TECH 4X1550     |MANGUEIRA TECH 1/4X1550 (T)               |     12|UN          |    18,0000|000       |          31,62|   100,0316|          63,25|           0,0000|           0,0000|S    |S      |   341182  |39172900      |     0,0000|S/M                                                           |                                                              
TECH 4X1170     |MANGUEIRA TECH 1/4X1170 (T)               |     12|UN          |    18,0000|000       |          25,73|   100,0388|          51,47|           0,0000|           0,0000|S    |S      |   341183  |39172900      |     0,0000|P.P.                                                          |                                                              
DGB 8X2500      |MANGUEIRA DGB 1/2X2500                    |     12|UN          |    18,0000|000       |          57,05|   100,0000|         114,10|           0,0000|           0,0000|S    |S      |   341184  |40092110      |     0,0000|S/M                                                           |                                                              
SOPRONEW 1650   |MANGUEIRA SOPRONEW 3/4X1650 C/PROTECAO    |     12|UN          |    18,0000|000       |          71,68|   100,0139|         143,37|           0,0000|           0,0000|S    |S      |   341185  |40092110      |     0,0000|P.P.                                                          |                                                              
LAPONIA 4X1000  |MANGUEIRA LAPONIA 1/4X1000                |     12|UN          |    18,0000|000       |          20,70|   100,0000|          41,40|           0,0000|           0,0000|S    |S      |   341186  |40092110      |     0,0000|S/M                                                           |                                                              
CARE 10X1350    |MANGUEIRA CARESSATO 5/8X1350              |     12|UN          |    18,0000|000       |          47,30|   100,0000|          94,60|           0,0000|           0,0000|S    |S      |   341187  |40092110      |     0,0000|                                                              |                                                              
BUENO 12X250    |MANGUEIRA BUENO 3/4X250                   |     12|UN          |    18,0000|000       |          41,90|   100,0000|          83,80|           0,0000|           0,0000|S    |S      |   341188  |40092110      |     0,0000|P.P.                                                          |                                                              
TRANSERP 10000  |MANGUEIRA TRANSERP 3/8X10000              |     12|UN          |    18,0000|000       |          15,65|   100,0000|          31,30|           0,0000|           0,0000|S    |S      |   341189  |40092110      |     0,0000|S/M                                                           |                                                              
TRANSERP.15000  |MANGUEIRA TRANSERP 3/8X15000              |     12|UN          |    18,0000|000       |          23,00|   100,0000|          46,00|           0,0000|           0,0000|S    |S      |   341190  |40092110      |     0,0000|S/M                                                           |                                                              
MAXI 4X2650     |MANGUEIRA MAXIMIANO 1/4X2650              |     12|UN          |    18,0000|000       |          34,73|   100,0287|          69,47|           0,0000|           0,0000|S    |S      |   341191  |40092110      |     0,0000|P.P.                                                          |                                                              
MARTINEZ 10000  |MANGUEIRA MARTINEZ 1/4X10000 C/PROTECAO   |     12|UN          |    18,0000|000       |         129,90|   100,0000|         259,80|           0,0000|           0,0000|S    |S      |   341192  |40092110      |     0,0000|S/M                                                           |                                                              
RONCO 16X1650   |MANGUEIRA RONCOLATO 1X5TAX1650            |     12|UN          |    18,0000|000       |         428,09|   100,0000|         856,18|           0,0000|           0,0000|S    |S      |   341193  |40092110      |     0,0000|P.P.                                                          |                                                              
TRANSPETRO 500  |MANGUEIRA TRANSPETRO 1/4X500 (T)          |     12|UN          |    18,0000|000       |          19,55|   100,0000|          39,10|           0,0000|           0,0000|S    |S      |   341194  |39172900      |     0,0000|P.P.                                                          |                                                              
BCLV 6X9000     |MANGUEIRA BCLV 3/8X9000                   |     12|UN          |    18,0000|000       |         102,60|   100,0000|         205,20|           0,0000|           0,0000|S    |S      |   341195  |40092110      |     0,0000|S/M                                                           |                                                              
SAID 12X1400    |MANGUEIRA SAID 3/4X1400 C/PROTECAO        |     12|UN          |    18,0000|000       |          86,76|   100,0000|         173,52|           0,0000|           0,0000|S    |S      |   341196  |40092110      |     0,0000|                                                              |                                                              
SAID 16X750     |MANGUEIRA SAID 1X750                      |     12|UN          |    18,0000|000       |          93,75|   100,0000|         187,50|           0,0000|           0,0000|S    |S      |   341197  |40092110      |     0,0000|                                                              |                                                              
MARCAMP 8X660   |MANGUEIRA MARCAMP 1/2X660                 |     12|UN          |    18,0000|000       |          29,43|   100,0000|          58,86|           0,0000|           0,0000|S    |S      |   341198  |40092110      |     0,0000|P.P.                                                          |                                                              
DARCY.16X1300   |MANGUEIRA DARCY 1X4TAX1300                |     12|UN          |    18,0000|000       |         157,28|   100,0000|         314,56|           0,0000|           0,0000|S    |S      |   341199  |40092110      |     0,0000|P.C. POSICAO 180ø                                             |                                                              
SUPERMIX 4X500  |MANGUEIRA SUPERMIX 1/4X500                |     12|UN          |    18,0000|000       |          13,75|   100,0000|          27,50|           0,0000|           0,0000|S    |S      |   341200  |40092110      |     0,0000|                                                              |                                                              
SUPERMIX 3000   |MANGUEIRA SUPERMIX 1/4X3000               |     12|UN          |    18,0000|000       |          33,00|   100,0000|          66,00|           0,0000|           0,0000|S    |S      |   341201  |40092110      |     0,0000|SM                                                            |                                                              
CORTE 12X3800   |MANGUEIRA TRANSCORTE 3/4X3800             |     12|UN          |    18,0000|000       |         127,18|   100,0000|         254,36|           0,0000|           0,0000|S    |S      |   341202  |40092110      |     0,0000|S/M                                                           |                                                              
WMALT 6X1700    |MANGUEIRA WATANABE 3/8X1700 (T)           |     12|UN          |    18,0000|000       |          50,23|   100,0000|         100,46|           0,0000|           0,0000|S    |S      |   341203  |39172900      |     0,0000|P.P.                                                          |                                                              
CIVE 12X750     |MANGUEIRA CIVE 3/4X4TAX750                |     12|UN          |    18,0000|000       |          92,06|   100,0108|         184,13|           0,0000|           0,0000|S    |S      |   341204  |40092110      |     0,0000|                                                              |                                                              
PITAA 8X2250    |MANGUEIRA PITAA 1/2X2250 (T)              |     12|UN          |    18,0000|000       |          74,92|   100,0133|         149,85|           0,0000|           0,0000|S    |S      |   341205  |39172900      |     0,0000|S/M                                                           |                                                              
FC 6X500        |MANGUEIRA FC 3/8X500                      |     12|UN          |    18,0000|000       |          26,30|   100,0000|          52,60|           0,0000|           0,0000|S    |S      |   341206  |40091190      |     0,0000|                                                              |                                                              
SAID.16X1500    |MANGUEIRA SAID 1X1500                     |     12|UN          |    18,0000|000       |         108,00|   100,0000|         216,00|           0,0000|           0,0000|S    |S      |   341207  |40092110      |     0,0000|                                                              |                                                              
2022-4-5        |ADAPTADOR 2022 1/4N X 1/2J                |      8|UN          |    18,0000|000       |           2,20|   100,0000|           4,40|           0,0000|          20,0000|N    |S      |   341208  |73071920      |     0,0000|                                                              |                                                              
2022-6-8        |ADAPTADOR 2022 3/8N X 3/4J                |      8|UN          |    18,0000|000       |           8,50|   100,0000|          17,00|           0,0000|          10,0000|N    |S      |   341209  |73071920      |     0,0000|                                                              |                                                              
SCHICO 10X1100  |MANGUEIRA SCHICO 5/8X1100 (AZ)            |     12|UN          |    18,0000|000       |          76,56|   100,0000|         153,12|           0,0000|           0,0000|S    |S      |   341210  |40092110      |     0,0000|                                                              |                                                              
SCHICO 20X1000  |MANGUEIRA SCHICO 1.1/4X1000               |     12|UN          |    18,0000|000       |         219,10|   100,0000|         438,20|           0,0000|           0,0000|S    |S      |   341211  |40092110      |     0,0000|                                                              |                                                              
DEIRO 8X2000    |MANGUEIRA ESTRADEIRO 1/2X2000             |     12|UN          |    18,0000|000       |          51,50|   100,0000|         103,00|           0,0000|           0,0000|S    |S      |   341212  |40092110      |     0,0000|P.P.                                                          |                                                              
CDB 32X620      |MANGUEIRA CDB 2X620                       |     12|UN          |    18,0000|000       |         243,17|   100,0000|         486,34|           0,0000|           0,0000|S    |S      |   341213  |40092110      |     0,0000|P.P.                                                          |                                                              
POWER 6X340     |MANGUEIRA POWER 3/8X340                   |     12|UN          |    18,0000|000       |          22,01|   100,0000|          44,02|           0,0000|           0,0000|S    |S      |   341214  |40092110      |     0,0000|P.C.                                                          |                                                              
POWER 6X860     |MANGUEIRA POWER 3/8X860                   |     12|UN          |    18,0000|000       |          30,88|   100,0000|          61,76|           0,0000|           0,0000|S    |S      |   341215  |40092110      |     0,0000|P.C.                                                          |                                                              
MR 6X900        |MANGUEIRA MR 3/8X900                      |     12|UN          |    18,0000|000       |          30,70|   100,0000|          61,40|           0,0000|           0,0000|S    |S      |   341216  |40092110      |     0,0000|P.P.                                                          |                                                              
IMJFJ-16-16     |ADAPTADOR MF 1.5/16J X FG 1.5/16J         |      8|UN          |    18,0000|000       |          10,00|   100,0000|          20,00|           0,0000|           4,0000|N    |S      |   341217  |73071920      |     0,0000|                                                              |                                                              
